date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:52:34	1692/1692	---M--	200	added ('OK')	font/woff2	etag:%22666f1813-69c%22	https://rabikurek.inveet.id/inveet/themes/css/fonts/Flaticon.woff2	C:/Website%20Rack/Nikahan/rabikurek.inveet.id/inveet/themes/css/fonts/Flaticon.woff2	(from https://rabikurek.inveet.id/inveet/themes/css/flaticon_nav.css)
17:52:34	8048/8048	URF---	200	added ('OK%20(cached)')	application/ttf		https://rabikurek.inveet.id/themes/gold_elegant/fonts/Flaticon.ttf	C:/Website%20Rack/Nikahan/rabikurek.inveet.id/themes/gold_elegant/fonts/Flaticon.ttf	(from https://rabikurek.inveet.id/themes/gold_elegant/css/flaticon.css)
17:52:34	2240/2240	---M--	200	added ('OK')	font/woff	etag:%22666f1813-8c0%22	https://rabikurek.inveet.id/inveet/themes/css/fonts/Flaticon.woff	C:/Website%20Rack/Nikahan/rabikurek.inveet.id/inveet/themes/css/fonts/Flaticon.woff	(from https://rabikurek.inveet.id/inveet/themes/css/flaticon_nav.css)
17:52:35	3072/3072	---M--	200	added ('OK')	application/octet-stream	etag:%22666f1813-c00%22	https://rabikurek.inveet.id/inveet/themes/css/fonts/Flaticon.ttf	C:/Website%20Rack/Nikahan/rabikurek.inveet.id/inveet/themes/css/fonts/Flaticon.ttf	(from https://rabikurek.inveet.id/inveet/themes/css/flaticon_nav.css)
17:52:35	1692/1692	URF---	200	added ('OK%20(cached)')	application/woff2		https://rabikurek.inveet.id/inveet/themes/css/fonts/Flaticon.woff2	C:/Website%20Rack/Nikahan/rabikurek.inveet.id/inveet/themes/css/fonts/Flaticon.woff2	(from https://rabikurek.inveet.id/inveet/themes/css/flaticon_nav.css)
17:52:35	13006/13006	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22666f1813-32ce%22	https://rabikurek.inveet.id/inveet/themes/css/fonts/Flaticon.svg	C:/Website%20Rack/Nikahan/rabikurek.inveet.id/inveet/themes/css/fonts/Flaticon.svg	(from https://rabikurek.inveet.id/inveet/themes/css/flaticon_nav.css)
17:52:35	3072/3072	URF---	200	added ('OK%20(cached)')	application/ttf		https://rabikurek.inveet.id/inveet/themes/css/fonts/Flaticon.ttf	C:/Website%20Rack/Nikahan/rabikurek.inveet.id/inveet/themes/css/fonts/Flaticon.ttf	(from https://rabikurek.inveet.id/inveet/themes/css/flaticon_nav.css)
17:52:35	2240/2240	URF---	200	added ('OK%20(cached)')	application/woff		https://rabikurek.inveet.id/inveet/themes/css/fonts/Flaticon.woff	C:/Website%20Rack/Nikahan/rabikurek.inveet.id/inveet/themes/css/fonts/Flaticon.woff	(from https://rabikurek.inveet.id/inveet/themes/css/flaticon_nav.css)
17:52:36	995/995	---M--	200	added ('OK')	image/png	etag:%22666f1815-3e3%22	https://rabikurek.inveet.id/themes/gold_elegant/images/select-icon.png	C:/Website%20Rack/Nikahan/rabikurek.inveet.id/themes/gold_elegant/images/select-icon.png	(from https://rabikurek.inveet.id/themes/gold_elegant/css/style.css?v=1633771405)
17:52:36	995/995	URF---	200	added ('OK%20(cached)')	image/png		https://rabikurek.inveet.id/themes/gold_elegant/images/select-icon.png	C:/Website%20Rack/Nikahan/rabikurek.inveet.id/themes/gold_elegant/images/select-icon.png	(from https://rabikurek.inveet.id/themes/gold_elegant/css/style.css?v=1633771405)
17:52:36	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2028%20Nov%202024%2010:52:35%20GMT	https://rabikurek.inveet.id/themes/gold_elegant/images/page-title.jpg	C:/Website%20Rack/Nikahan/rabikurek.inveet.id/themes/gold_elegant/images/page-title.jpg	(from https://rabikurek.inveet.id/themes/gold_elegant/css/style.css?v=1633771405)
17:52:36	172708/172708	---M--	200	added ('OK')	image/png	etag:%22666f1815-2a2a4%22	https://rabikurek.inveet.id/themes/gold_elegant/images/slider/hero-shape.png	C:/Website%20Rack/Nikahan/rabikurek.inveet.id/themes/gold_elegant/images/slider/hero-shape.png	(from https://rabikurek.inveet.id/themes/gold_elegant/css/style.css?v=1633771405)
17:52:37	111436/111436	---M--	200	added ('OK')	image/png	etag:%22666f1815-1b34c%22	https://rabikurek.inveet.id/themes/gold_elegant/images/leaf.png	C:/Website%20Rack/Nikahan/rabikurek.inveet.id/themes/gold_elegant/images/leaf.png	(from https://rabikurek.inveet.id/themes/gold_elegant/css/style.css?v=1633771405)
17:52:37	172708/172708	URF---	200	added ('OK%20(cached)')	image/png		https://rabikurek.inveet.id/themes/gold_elegant/images/slider/hero-shape.png	C:/Website%20Rack/Nikahan/rabikurek.inveet.id/themes/gold_elegant/images/slider/hero-shape.png	(from https://rabikurek.inveet.id/themes/gold_elegant/css/style.css?v=1633771405)
17:52:37	273021/273021	---M--	200	added ('OK')	image/png	etag:%22666e3a8e-42a7d%22	https://rabikurek.inveet.id/themes/gold_elegant/images/leaf2.png	C:/Website%20Rack/Nikahan/rabikurek.inveet.id/themes/gold_elegant/images/leaf2.png	(from https://rabikurek.inveet.id/themes/gold_elegant/css/style.css?v=1633771405)
17:52:37	120673/120673	---M--	200	added ('OK')	image/png	etag:%22666f1815-1d761%22	https://rabikurek.inveet.id/themes/gold_elegant/images/form-outer-flower.png	C:/Website%20Rack/Nikahan/rabikurek.inveet.id/themes/gold_elegant/images/form-outer-flower.png	(from https://rabikurek.inveet.id/themes/gold_elegant/css/style.css?v=1633771405)
17:52:37	112281/112281	---M--	200	added ('OK')	image/png	etag:%22666f1815-1b699%22	https://rabikurek.inveet.id/themes/gold_elegant/images/leaf3.png	C:/Website%20Rack/Nikahan/rabikurek.inveet.id/themes/gold_elegant/images/leaf3.png	(from https://rabikurek.inveet.id/themes/gold_elegant/css/style.css?v=1633771405)
17:52:38	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2028%20Nov%202024%2010:52:36%20GMT	https://rabikurek.inveet.id/themes/gold_elegant/images/rsvp-form-bg.jpg	C:/Website%20Rack/Nikahan/rabikurek.inveet.id/themes/gold_elegant/images/rsvp-form-bg.jpg	(from https://rabikurek.inveet.id/themes/gold_elegant/css/style.css?v=1633771405)
17:52:38	112281/112281	URF---	200	added ('OK%20(cached)')	image/png		https://rabikurek.inveet.id/themes/gold_elegant/images/leaf3.png	C:/Website%20Rack/Nikahan/rabikurek.inveet.id/themes/gold_elegant/images/leaf3.png	(from https://rabikurek.inveet.id/themes/gold_elegant/css/style.css?v=1633771405)
17:52:38	273021/273021	URF---	200	added ('OK%20(cached)')	image/png		https://rabikurek.inveet.id/themes/gold_elegant/images/leaf2.png	C:/Website%20Rack/Nikahan/rabikurek.inveet.id/themes/gold_elegant/images/leaf2.png	(from https://rabikurek.inveet.id/themes/gold_elegant/css/style.css?v=1633771405)
